RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
-531.7635;256.0870;917.3269;-500.0442;354.4968;1139.4737;239.7072;1354.2484;963.5367
-531.8008;256.1328;917.3472;-499.9900;354.6101;1139.4492;239.5530;1354.3082;964.2337
-531.8436;256.1638;917.3800;-499.9397;354.7230;1139.4271;239.2973;1354.3893;964.8669
-531.8927;256.1783;917.4251;-499.8945;354.8341;1139.4088;239.0454;1354.4301;965.3673
-531.9470;256.1753;917.4836;-499.8549;354.9430;1139.3946;238.7863;1354.4417;965.7527
-532.0066;256.1540;917.5551;-499.8205;355.0492;1139.3836;238.5310;1354.4154;966.0125
-532.0717;256.1121;917.6393;-499.7916;355.1517;1139.3763;238.3067;1354.3405;966.1596
-532.1431;256.0477;917.7369;-499.7682;355.2489;1139.3714;238.1170;1354.2119;966.1832
-532.2212;255.9607;917.8467;-499.7498;355.3428;1139.3700;238.0125;1353.9987;966.0390
-532.3062;255.8496;917.9684;-499.7363;355.4341;1139.3728;237.9290;1353.7437;965.7832
-532.3975;255.7138;918.1013;-499.7276;355.5229;1139.3777;237.9220;1353.4115;965.3455
-532.4973;255.5529;918.2474;-499.7231;355.6109;1139.3849;237.9599;1353.0197;964.7454
-532.6060;255.3634;918.4076;-499.7221;355.6997;1139.3927;238.0308;1352.5720;963.9609
-532.7262;255.1454;918.5852;-499.7238;355.7907;1139.4003;238.1595;1352.0593;962.9953
-532.8587;254.8972;918.7830;-499.7267;355.8869;1139.4073;238.3220;1351.4927;961.8336
-533.0070;254.6166;919.0015;-499.7303;355.9914;1139.4135;238.5051;1350.8805;960.4967
-533.1743;254.2980;919.2470;-499.7335;356.1079;1139.4184;238.6433;1350.2626;959.0546
-533.3633;253.9381;919.5292;-499.7365;356.2410;1139.4243;238.7313;1349.6424;957.5298
-533.5781;253.5302;919.8558;-499.7398;356.3951;1139.4326;238.7804;1349.0126;955.8858
-533.8204;253.0687;920.2338;-499.7447;356.5744;1139.4445;238.7784;1348.3776;954.1303
-534.0927;252.5446;920.6741;-499.7506;356.7833;1139.4614;238.7304;1347.7236;952.1949
-534.3989;251.9505;921.1895;-499.7580;357.0288;1139.4876;238.6745;1347.0271;950.0172
-534.7441;251.2716;921.7927;-499.7691;357.3164;1139.5268;238.6533;1346.2598;947.5356
-535.1314;250.4945;922.5024;-499.7876;357.6520;1139.5833;238.7910;1345.3430;944.6152
-535.5632;249.6014;923.3344;-499.8184;358.0353;1139.6561;239.0031;1344.3080;941.2079
-536.0400;248.5735;924.3084;-499.8679;358.4675;1139.7479;239.2469;1343.1679;937.3057
-536.5640;247.3897;925.4417;-499.9387;358.9492;1139.8589;239.6579;1341.8013;932.6227
-537.1345;246.0314;926.7531;-500.0361;359.4794;1139.9914;240.2274;1340.1739;927.0511
-537.7537;244.4791;928.2696;-500.1659;360.0556;1140.1497;240.9907;1338.2250;920.5030
-538.4201;242.7160;930.0071;-500.3299;360.6733;1140.3362;242.0384;1335.8232;912.7126
-539.1336;240.7252;931.9824;-500.5307;361.3243;1140.5523;243.3855;1332.8918;903.5581
-539.8910;238.4912;934.2107;-500.7705;362.0001;1140.7987;245.0000;1329.3763;892.9619
-540.6921;235.9986;936.7120;-501.0517;362.6885;1141.0737;247.0307;1325.0632;880.6699
-541.5404;233.2360;939.5030;-501.3852;363.3639;1141.3727;249.3800;1319.8782;866.6065
-542.4337;230.1900;942.5971;-501.7729;364.0076;1141.6935;248.7082;1225.1303;931.1102
-543.3715;226.8554;946.0106;-502.2155;364.5973;1142.0318;246.1209;1130.8643;998.1063
-544.3502;223.2269;949.7480;-502.7119;365.1136;1142.3911;243.4520;1036.4767;1065.4018
-545.3685;219.3043;953.8117;-503.2632;365.5320;1142.7692;240.8341;941.8882;1132.9808
-546.4272;215.0960;958.2056;-503.8665;365.8299;1143.1673;238.3155;847.0735;1200.8743
-547.5196;210.6051;962.9285;-504.5239;365.9852;1143.5862;235.7226;752.2053;1269.4206
