LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z;LGHJC_x;LGHJC_y;LGHJC_z
-409.47491817380154;109.60189859772859;1058.9552845585772;-10.3858;283.0103;1130.6893;-31.8219;322.0206;1449.5408
-409.5142518819358;109.70797910890019;1058.978857520928;-10.4946;283.369;1130.5945;-32.0124;322.62;1449.422
-409.5574697116521;109.83939686165323;1058.996002591822;-10.5842;283.7619;1130.5139;-32.0444;323.2803;1449.3828
-409.6161579122641;110.01785726765141;1059.019284958538;-10.7078;284.19;1130.4211;-32.056;323.8532;1449.2875
-409.6851363991912;110.22669125329983;1059.0122839029443;-10.842;284.6519;1130.3594;-32.1245;324.474;1449.2007
-409.7825782836489;110.48037283038568;1059.0231377778543;-10.9758;285.095;1130.2929;-32.3029;325.1925;1449.0245
-409.8642086941222;110.8002737357966;1059.0435408855406;-11.0181;285.3883;1130.1588;-32.5254;325.9714;1448.8219
-409.96182132411036;111.16687499862013;1059.0706017163293;-11.2326;286.025;1130.1049;-32.6207;326.6226;1448.7765
-410.06862307804414;111.58163684744659;1059.094802834376;-11.3999;286.6146;1130.0476;-32.6957;327.2981;1448.729
-410.2018064911014;112.03836455244536;1059.1389900720465;-11.575;287.2177;1129.9916;-32.736;327.9046;1448.7199
-410.32875526050515;112.53435991867701;1059.166214998559;-11.6549;287.8208;1129.9536;-33.0292;328.6908;1448.6145
-410.4824899224777;113.09593015848719;1059.18511154501;-11.7481;288.0549;1129.8277;-33.3473;329.4525;1448.6145
-410.62771994312743;113.70341553803576;1059.2109248116926;-11.9604;288.9599;1129.8264;-33.385;329.9766;1448.6145
-410.83610686194476;114.34352688832902;1059.296594592196;-12.2185;289.78;1129.8264;-33.5741;330.6105;1448.6444
-411.04544694033143;115.02176219194436;1059.399042503404;-12.4453;290.6322;1129.8277;-33.8698;331.1013;1448.7851
-411.29167745350156;115.72105904548351;1059.5340731851552;-12.6336;291.5018;1129.873;-34.397;331.3884;1448.9549
-411.611835889369;116.43985304447924;1059.841469709128;-12.8391;292.3837;1129.9097;-35.031;331.595;1449.2551
-411.9330661763553;117.12113151505827;1060.2816801113772;-13.0735;293.384;1129.9773;-35.8628;331.595;1449.5571
-412.3049968739118;117.75577551413261;1060.9458531766652;-13.4106;294.4666;1130.1005;-36.5875;331.595;1449.9061
-412.66391808204565;118.33327753077552;1061.8238878725201;-13.8903;295.6369;1130.2108;-37.5814;331.4103;1450.3509
-412.96026885916314;118.81437845992949;1062.9310398778334;-14.4957;296.9227;1130.3553;-38.6643;330.9111;1450.9062
-413.16834606613696;119.24984492305859;1064.2738870937994;-15.1739;298.4094;1130.4065;-39.7599;329.86;1451.7484
-413.21571089532193;119.63349883023227;1065.7921194022642;-15.322;299.8321;1130.6655;-41.1559;328.7518;1452.2521
-413.25916294041843;119.56557342693068;1067.5317832949063;-15.322;301.09;1130.8562;-42.6289;327.7848;1452.814
-413.2944759849769;119.2788827628464;1069.6402662452788;-15.322;302.3154;1130.9142;-43.8513;326.8463;1453.3231
-413.42566284516465;118.91253668223382;1072.117641085091;-14.8211;303.7411;1131.157;-45.217;325.9101;1453.8522
-413.50110082779565;117.91133978169029;1074.9404209467025;-13.888;305.1437;1131.2785;-46.5102;324.9253;1454.3148
-413.65084589670363;116.52754367890824;1078.2262701307434;-12.8262;306.7509;1131.6169;-47.932;324.0146;1454.4464
-413.8075419721147;114.78932966177501;1081.9314024118626;-11.5889;308.4728;1132.1078;-49.1994;323.3605;1454.7353
-413.88994714183787;112.68609929976682;1086.0881676737374;-10.0991;310.2788;1132.5988;-50.2419;323.1253;1454.8927
-413.865679555204;110.13684768416576;1090.712873598939;-8.4589;312.2413;1133.1738;-50.9485;323.1253;1455.0913
-413.63249087705475;107.19793709026578;1095.7629556261386;-6.6142;314.2057;1133.8098;-51.7412;322.9734;1455.3492
-413.2824820103554;103.87418758673525;1101.367707841091;-4.6677;316.1625;1134.4436;-52.5619;322.8351;1455.4225
-412.5573923343014;100.13787545656871;1107.4295962125188;-2.8497;318.6669;1135.4898;-53.2723;322.2712;1455.6438
-411.4374676777341;96.00642858312403;1114.0729736318376;-0.7466;320.5081;1136.4051;-53.7831;322.1672;1455.7301
-409.13375928985533;93.26065368373233;1121.2771936920167;1.4847;322.446;1137.0972;-54.3483;321.2052;1455.7556
-406.5836784090833;89.34794719075649;1129.5163894720272;3.7838;324.6477;1138.392;-54.8933;319.7161;1455.8223
-404.10827433631323;84.67237632181971;1138.0965002828543;6.3837;326.4839;1139.6925;-55.2395;318.6741;1455.8944
-400.8846612686332;79.9605957646132;1146.6270274430367;9.1832;328.027;1141.0777;-55.5539;318.0582;1455.8944
-397.8276747343469;74.34370138877341;1156.183856972742;12.1951;329.1162;1142.4913;-55.5539;317.8679;1455.9357
-394.0780172326957;68.87420562557233;1165.889384720198;15.361;329.937;1144.0534;-55.5539;317.7168;1455.943
-390.13311279353036;62.76378580187287;1176.0758850261914;18.6042;329.937;1145.6736;-54.5869;317.4909;1457.5192
-385.72826069830523;56.973484380000656;1186.6413408077963;21.9999;329.937;1147.3176;-54.5869;317.4909;1457.9711
-381.02325638457893;50.09711710273294;1198.046946018654;25.5116;329.6923;1149.0251;-54.5869;317.4909;1457.9711
-375.6617002616256;44.62972591195822;1208.9887242364507;29.1225;329.0037;1151.0322;-56.2033;319.8322;1457.9711
-370.10379743947436;38.687987708752644;1220.9920201769037;32.8138;327.9892;1153.2434;-57.1718;320.8259;1457.832
-364.30174735647364;31.82170842753456;1233.6660339940283;36.6106;326.6137;1155.6728;-58.249;321.6316;1457.832
-358.4359125064734;25.489671447558393;1245.929648606643;40.4268;324.8233;1158.2325;-58.9843;322.2892;1457.832
-352.205458430882;19.125678859147726;1258.606849485252;44.1156;322.1553;1160.3543;-59.2745;323.3985;1458.108
-345.77737669694807;12.83145068961612;1271.3238936131827;47.9816;318.973;1162.9912;-59.3966;323.4509;1458.8093
-339.056866984404;6.5359516472222055;1284.0064542347927;52.094;315.2663;1165.7862;-59.6087;323.4509;1459.4582
-332.00608142229055;0.5301722678407401;1296.7147457727333;56.3734;311.3304;1168.8763;-59.711;323.4509;1460.227
-325.07030149846327;-6.412321676335836;1309.865521860984;60.6233;307.1629;1172.2093;-59.9312;323.4509;1461.002
-317.9899868357882;-13.143079227552121;1322.4869759497274;64.93;302.6336;1175.818;-60.1054;323.4509;1461.9638
-310.66296973607473;-19.62999247460371;1334.9629172799728;69.0373;297.5808;1179.6016;-60.4971;324.3608;1462.8187
-302.8888993531476;-25.006966707733405;1346.4551882399512;72.8676;292.0344;1183.6449;-60.5509;325.3672;1464.0511
-295.2251615274579;-30.706516665224974;1358.6743236844554;76.6324;286.3722;1187.6372;-60.8065;326.3942;1464.6829
-287.52595441155097;-36.47212748548282;1370.7249486489834;80.4043;280.2123;1191.914;-64.4912;329.8489;1465.1321
-279.74236208925544;-42.26946975748399;1382.65667305879;84.1159;273.8623;1196.5499;-65.3633;331.2278;1465.1628
