RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
-506.3077;266.1092;911.0693;-477.8359;359.09;1135.8698;316.6649;1319.5874;1010.3339
-506.3878;266.0648;911.1653;-477.8954;359.0694;1135.9224;317.1592;1319.2345;1009.6592
-506.4829;266.0039;911.2587;-477.9569;359.0446;1135.9748;317.4957;1318.9476;1008.7431
-506.5904;265.9389;911.3494;-478.0321;359.0182;1136.0395;318.0057;1318.5846;1008.0432
-506.7182;265.8758;911.4325;-478.1191;358.9948;1136.1152;318.8073;1318.0449;1007.0976
-506.8496;265.8121;911.5344;-478.208;358.9686;1136.1936;319.5836;1317.5185;1006.1023
-506.993;265.7449;911.6385;-478.3089;358.9424;1136.2789;320.3049;1317.0259;1005.199
-507.1442;265.6853;911.7447;-478.4129;358.9086;1136.361;320.9148;1316.5793;1004.3569
-507.3008;265.6232;911.8411;-478.5129;358.8804;1136.4517;321.6976;1316.0268;1003.1298
-507.4705;265.5625;911.9341;-478.6216;358.8459;1136.5328;322.4532;1315.4751;1001.904
-507.6506;265.5045;912.0294;-478.7363;358.8131;1136.6241;323.186;1314.9411;1000.8565
-507.8466;265.453;912.1226;-478.8698;358.7775;1136.727;324.1849;1314.2672;999.974
-508.0438;265.3934;912.2245;-479.0118;358.7305;1136.8299;325.2005;1313.5606;998.9368
-508.2507;265.3354;912.3329;-479.1628;358.6792;1136.9261;326.2489;1312.8106;997.5942
-508.4548;265.2763;912.4382;-479.3119;358.6224;1137.0119;327.1778;1312.1466;996.3353
-508.7903;265.3508;912.6093;-479.459;358.5663;1137.0972;328.0529;1311.501;994.5613
-509.0633;265.3931;912.721;-479.6037;358.5114;1137.1893;328.9461;1310.8135;992.9113
-509.3207;265.3968;912.8341;-479.7517;358.4583;1137.2784;329.9878;1310.0572;991.3885
-509.5583;265.3685;912.9308;-479.9093;358.4062;1137.3758;331.063;1309.289;990.0695
-509.7888;265.3223;913.0386;-480.0651;358.3483;1137.4634;332.2297;1308.4862;988.813
-510.0121;265.2612;913.0988;-480.2053;358.2812;1137.532;333.0165;1307.8513;987.2692
-510.2421;265.1871;913.1894;-480.3526;358.202;1137.6036;333.8368;1307.2172;985.8048
-510.4776;265.1206;913.2886;-480.4913;358.1205;1137.666;334.5482;1306.6124;984.1621
-510.7056;265.0391;913.3974;-480.6207;358.0402;1137.7275;335.1033;1306.0986;982.6336
-510.9264;264.9393;913.5128;-480.7508;357.9575;1137.7832;335.591;1305.644;981.3706
-511.1454;264.8094;913.6404;-480.8799;357.8698;1137.8341;335.9337;1305.2726;980.3311
-511.3529;264.689;913.7651;-481.0076;357.7711;1137.8722;336.3787;1304.8392;979.2984
-511.5539;264.5545;913.8785;-481.1268;357.6817;1137.9164;336.7973;1304.4207;978.2284
-511.7445;264.4111;913.9727;-481.2383;357.5919;1137.9539;337.2172;1303.9988;977.1682
-511.9147;264.27;914.0588;-481.337;357.4959;1137.9803;337.2995;1303.7674;975.9326
-512.056;264.1376;914.1266;-481.4246;357.4015;1138.0033;337.4051;1303.5227;974.6394
-512.1705;264.0122;914.2009;-481.5141;357.3044;1138.0274;337.3546;1303.4148;973.9656
-512.2791;263.8554;914.2703;-481.5948;357.1978;1138.0441;337.3328;1303.275;973.1808
-512.367;263.745;914.3022;-481.6752;357.0926;1138.0739;337.4098;1303.114;972.7201
-512.4287;263.6238;914.3562;-481.7514;356.9728;1138.093;337.3401;1303.0369;972.2532
-512.4814;263.5013;914.3953;-481.815;356.8487;1138.1157;337.4973;1302.8032;971.5999
-512.5114;263.3674;914.4296;-481.8757;356.708;1138.1365;337.3322;1302.7647;971.0756
-512.5209;263.2223;914.4445;-481.9224;356.5628;1138.1567;337.335;1302.6385;970.6366
-512.5219;263.0528;914.4997;-481.9551;356.424;1138.1779;337.4942;1302.4361;970.3027
-512.5054;262.9034;914.521;-481.9724;356.2887;1138.1952;337.5608;1302.3086;970.0729
-512.4692;262.7587;914.5413;-481.9827;356.1668;1138.2227;337.6138;1302.2052;969.839
-512.4147;262.623;914.5491;-481.9741;356.0522;1138.2417;337.6205;1302.1451;969.6354
-512.3522;262.4938;914.5354;-481.9581;355.9393;1138.2333;337.4117;1302.2088;969.4255
-512.2677;262.3548;914.5079;-481.9407;355.8367;1138.2205;337.055;1302.4276;969.7733
-512.1728;262.2028;914.4881;-481.9161;355.737;1138.1946;336.4736;1302.7618;970.096
-512.0613;262.0467;914.4611;-481.8862;355.636;1138.1541;335.9153;1303.1071;970.6437
-511.9461;261.9035;914.4323;-481.8485;355.5439;1138.112;335.3538;1303.4532;971.1293
-511.8198;261.7617;914.4123;-481.8036;355.4535;1138.0669;334.6711;1303.8686;971.5724
-511.6911;261.6157;914.3968;-481.75;355.3619;1138.0127;333.9141;1304.3062;971.9683
-511.5526;261.48;914.3664;-481.7113;355.2683;1137.9595;333.12;1304.8;972.7922
-511.4121;261.3396;914.3344;-481.6669;355.1807;1137.8995;332.186;1305.3823;973.6237
-511.2644;261.204;914.3001;-481.5885;355.113;1137.8475;331.2391;1305.9839;974.3324
-511.0979;261.0741;914.2735;-481.5177;355.0422;1137.8006;330.1493;1306.6919;975.5282
-510.932;260.9433;914.2372;-481.4686;354.9741;1137.7581;328.8269;1307.5379;976.8552
-510.7673;260.8311;914.2142;-481.3996;354.9224;1137.7183;327.5639;1308.3659;978.0115
-510.5981;260.7418;914.1675;-481.3226;354.8736;1137.6861;326.1667;1309.2954;979.4063
-510.4255;260.6656;914.103;-481.2356;354.8255;1137.6421;324.8062;1310.1877;980.7622
-510.248;260.5947;914.0398;-481.161;354.7693;1137.5915;323.4569;1311.0461;982.0135
-510.0677;260.5271;913.981;-481.0715;354.7335;1137.5432;219.4681;199.5085;1834.9119
-509.8859;260.4597;913.9095;-480.987;354.6887;1137.4906;191.5617;206.7286;1861.401
-509.7129;260.3874;913.8431;-480.9136;354.6454;1137.434;191.4348;206.8943;1861.5782
-509.5396;260.3305;913.7773;-480.8424;354.6041;1137.3675;191.471;206.9283;1861.5742
-509.3742;260.2881;913.7067;-480.7689;354.579;1137.313;191.6009;206.9384;1861.4895
-509.2135;260.2639;913.6365;-480.7026;354.5619;1137.2708;191.5502;206.9582;1861.5699
-509.0625;260.2437;913.5748;-480.6329;354.5246;1137.2125;191.4353;207.213;1861.751
-508.9156;260.247;913.5167;-480.5673;354.5065;1137.1688;191.3294;207.2859;1861.8858
-508.7745;260.2544;913.4504;-480.49;354.5216;1137.1359;191.0943;207.2155;1862.115
-508.599;260.281;913.2408;-480.4445;354.488;1137.101;191.0291;207.3039;1862.216
-508.4615;260.2977;913.0925;-480.4;354.4664;1137.0731;190.9605;207.3897;1862.3155
-508.3418;260.326;912.98;-480.3776;354.4384;1137.0499;190.9511;207.4599;1862.3492
-508.2299;260.3578;912.8969;-480.3404;354.4464;1137.0289;190.9062;207.3854;1862.381
-508.1259;260.3875;912.8382;-480.3017;354.4728;1137.0125;190.7422;207.1954;1862.4912
-508.0351;260.4249;912.7947;-480.2819;354.4992;1137.0068;190.7844;207.0312;1862.4196
-507.9547;260.4549;912.7611;-480.2864;354.4773;1137.0003;190.7764;207.2474;1862.4669
-507.9002;260.4951;912.7377;-480.2923;354.4745;1136.9964;190.6615;207.4255;1862.5955
-507.8651;260.5502;912.7157;-480.3086;354.4814;1136.9939;190.6614;207.5227;1862.5867
-507.8425;260.5991;912.6927;-480.3365;354.478;1136.9995;190.5601;207.4653;1862.635
-507.8345;260.6457;912.6729;-480.3428;354.4876;1136.9916;190.2138;207.4679;1862.912
-507.8473;260.6961;912.6547;-480.3525;354.5065;1136.9843;189.9253;207.4197;1863.1221
-507.879;260.7559;912.6363;-480.3878;354.5147;1136.9805;189.8767;207.5055;1863.1457
-507.9256;260.801;912.6197;-480.4208;354.5295;1136.9682;189.8075;207.5297;1863.1657
-507.9843;260.8547;912.6021;-480.4453;354.5931;1136.9807;189.7892;207.2541;1863.0984
-508.0531;260.9137;912.5818;-480.4765;354.6336;1136.9897;189.7338;207.1136;1863.0836
-508.1381;260.969;912.5653;-480.5123;354.6634;1136.9935;189.6896;206.9547;1863.0486
-508.242;261.028;912.5691;-480.5606;354.6648;1136.9963;189.624;207.0489;1863.0836
-508.3533;261.0836;912.5681;-480.646;354.637;1136.9957;189.6492;207.1884;1863.0201
-508.4695;261.137;912.5719;-480.7377;354.6161;1137.0023;189.695;207.2078;1862.9121
-508.5815;261.1689;912.5728;-480.8344;354.5976;1137.0095;189.8274;207.2314;1862.7259
-508.698;261.1997;912.5799;-480.9387;354.5796;1137.0196;189.9515;207.2663;1862.5447
-508.8228;261.2285;912.5916;-481.0367;354.5763;1137.0337;190.1059;207.1789;1862.3135
-508.9497;261.2575;912.6015;-481.1075;354.5965;1137.0482;190.195;207.0064;1862.1314
-509.0915;261.2983;912.6209;-481.1592;354.6473;1137.0677;190.1191;206.6674;1862.0698
-509.2419;261.3437;912.6499;-481.2376;354.6784;1137.1076;190.1427;206.6146;1861.9916
-509.3951;261.379;912.6899;-481.3291;354.6921;1137.1508;190.231;206.7047;1861.8862
