RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
-497.2826;312.2924;902.6034;-466.5824;397.5948;1125.6629;-415.0352;399.6417;1454.0507
-496.705;312.2927;902.5261;-466.3296;397.609;1125.5927;-415.1729;399.4559;1454.0632
-496.1257;312.2547;902.487;-466.1044;397.6115;1125.5262;-415.2971;399.256;1454.0681
-495.5608;312.2945;902.2865;-465.9264;397.6012;1125.4274;-415.3841;399.0004;1454.0548
-495.014;312.3286;902.0571;-465.73;397.5729;1125.349;-415.4861;398.7612;1454.0516
-494.4758;312.2677;901.9327;-465.5577;397.5589;1125.2594;-415.5618;398.4885;1454.0401
-493.9435;312.1982;901.8076;-465.3799;397.4797;1125.1461;-415.6736;398.322;1454.0279
-493.429;312.1264;901.7182;-465.1875;397.3743;1125.0412;-415.7958;398.1889;1454.0244
-492.9028;312.0161;901.6421;-465.0218;397.2928;1124.9492;-415.8967;398.0279;1454.0109
-492.4118;311.879;901.6003;-464.858;397.2008;1124.8482;-415.9996;397.8714;1453.9974
-491.9643;311.7999;901.4342;-464.7;397.1061;1124.7485;-416.093;397.7348;1453.9774
-491.5121;311.6352;901.3682;-464.516;397.0143;1124.676;-416.2089;397.614;1453.9805
-491.0816;311.4499;901.3328;-464.398;396.9199;1124.5972;-416.2845;397.4541;1453.9641
-490.6906;311.2961;901.2421;-464.2854;396.8016;1124.5323;-416.3706;397.3086;1453.9558
-490.3231;311.1104;901.1634;-464.1641;396.6987;1124.484;-416.4705;397.1975;1453.9596
-489.9527;310.8175;901.2182;-464.0738;396.5675;1124.4145;-416.5608;397.1039;1453.9549
-489.6453;310.6041;901.1735;-463.9986;396.446;1124.3498;-416.6462;396.9977;1453.9518
-489.3374;310.3323;901.193;-463.9226;396.3135;1124.2814;-416.7268;396.9059;1453.9455
-489.0791;310.1187;901.1006;-463.8548;396.1686;1124.24;-416.8136;396.8099;1453.9502
-488.8422;309.8425;901.0938;-463.8397;396.0641;1124.2027;-416.8523;396.6589;1453.9294
-488.6471;309.5482;901.093;-463.8127;395.9007;1124.1699;-416.9241;396.6061;1453.9119
-488.4767;309.2327;901.1401;-463.8097;395.744;1124.1308;-417.0047;396.512;1453.9078
-488.3506;308.9289;901.1751;-463.8146;395.5806;1124.1008;-417.0736;396.4134;1453.8994
-488.2522;308.6185;901.1977;-463.8485;395.4272;1124.0669;-417.1304;396.2878;1453.8893
-488.1845;308.2795;901.2459;-463.8617;395.2498;1124.0343;-417.203;396.1997;1453.8893
-488.1435;307.9578;901.2486;-463.9212;395.0937;1124.0044;-417.242;396.08;1453.883
-488.1203;307.6012;901.3269;-464.0002;394.9056;1123.9823;-417.2801;395.9863;1453.872
-488.1566;307.2767;901.3546;-464.0839;394.7159;1123.9677;-417.3168;395.8891;1453.8557
-488.2268;306.9243;901.3933;-464.1973;394.5657;1123.969;-417.3221;395.7483;1453.8303
-488.4055;306.5919;901.3467;-464.3134;394.3879;1123.9642;-417.3379;395.6396;1453.8065
-488.5128;306.2089;901.4019;-464.4459;394.2179;1123.9761;-417.3211;395.5136;1453.7651
-488.6499;305.8441;901.484;-464.5517;393.9777;1123.9718;-417.3565;395.469;1453.7431
-488.822;305.4827;901.5699;-464.6714;393.7676;1123.9645;-417.3761;395.4014;1453.7192
-489.0484;305.0942;901.6631;-464.7966;393.5495;1123.9503;-417.3847;395.3266;1453.6899
-489.3082;304.7372;901.7153;-464.9033;393.2919;1123.9304;-417.4076;395.3107;1453.657
