RWJC_x;RWJC_y;RWJC_z;REJC_x;REJC_y;REJC_z;RGHJC_x;RGHJC_y;RGHJC_z
-374.8474;138.4939;844.3409;-393.8337;227.0222;1046.4544;-392.8473;234.1036;1307.2338
-374.9270;138.4441;844.3252;-393.9210;226.8704;1046.4458;-392.9103;233.8736;1307.2314
-375.0118;138.3907;844.2893;-394.0007;226.7349;1046.4718;-392.9584;233.6158;1307.2435
-375.0653;138.3382;844.2861;-394.0741;226.5453;1046.4693;-392.9704;233.3566;1307.2591
-375.1145;138.2810;844.2921;-394.1407;226.3906;1046.4937;-392.9771;233.0692;1307.2695
-375.1800;138.2383;844.2568;-394.1913;226.2344;1046.4985;-392.9901;232.7935;1307.2756
-375.2070;138.1382;844.2458;-394.2290;226.0642;1046.5006;-392.9909;232.4912;1307.2846
-375.1996;138.0581;844.2762;-394.2736;225.8998;1046.5254;-392.9537;232.1941;1307.2946
-375.2124;137.9385;844.2343;-394.3078;225.7231;1046.5415;-392.9405;231.9159;1307.3042
-375.1574;137.8252;844.2511;-394.3358;225.5232;1046.5561;-392.9141;231.6309;1307.3120
-375.1357;137.7204;844.2568;-394.3383;225.3569;1046.5734;-392.9335;231.3493;1307.3240
-375.1047;137.5938;844.2563;-394.3532;225.1745;1046.5962;-392.9280;231.0396;1307.3468
-375.0632;137.4845;844.2866;-394.3520;224.9786;1046.6079;-392.9128;230.7554;1307.3672
-374.9741;137.3355;844.3548;-394.3395;224.7628;1046.6291;-392.8992;230.4792;1307.3895
-374.9387;137.2314;844.4194;-394.3205;224.5572;1046.6603;-392.8951;230.2391;1307.4124
-374.8452;137.1243;844.5279;-394.2984;224.3471;1046.6828;-392.8739;229.9562;1307.4524
-374.8226;136.9689;844.6027;-394.2609;224.1580;1046.7184;-392.8669;229.6871;1307.4942
-374.7771;136.8359;844.6978;-394.2306;223.9287;1046.7106;-392.8412;229.4187;1307.5310
-374.6811;136.6636;844.7747;-394.2089;223.7468;1046.7417;-392.8075;229.1691;1307.5724
-374.6191;136.4979;844.8327;-394.1971;223.5205;1046.7670;-392.7339;228.8962;1307.6021
-374.5472;136.3516;844.9276;-394.1758;223.3181;1046.8004;-392.6769;228.6428;1307.6159
-374.4621;136.1632;844.9661;-394.1460;223.0999;1046.8089;-392.6138;228.3716;1307.6283
-374.3618;135.9528;844.9982;-394.1148;222.9050;1046.8379;-392.5670;228.1595;1307.6399
-374.2857;135.7604;845.0269;-394.0944;222.6742;1046.8379;-392.5309;227.9368;1307.6536
-374.1328;135.5213;845.0209;-394.0582;222.4576;1046.8237;-392.5263;227.7438;1307.6558
-374.0957;135.2974;845.1012;-394.0228;222.2550;1046.7809;-392.5238;227.5299;1307.6701
-373.9724;135.0497;845.1019;-393.9942;222.0631;1046.7840;-392.5227;227.3514;1307.6736
-373.8181;134.7977;845.1458;-393.9556;221.8322;1046.7542;-392.5191;227.2011;1307.6607
-373.6788;134.5109;845.1341;-393.9096;221.6177;1046.7460;-392.5178;227.0473;1307.6551
-373.5324;134.2649;845.2112;-393.8431;221.4237;1046.7519;-392.5021;226.9093;1307.6424
-373.3743;134.0123;845.2733;-393.7828;221.2296;1046.7473;-392.4798;226.7510;1307.6227
-373.2598;133.7246;845.2734;-393.7097;221.0277;1046.7128;-392.4450;226.6039;1307.6038
-373.1069;133.4362;845.2802;-393.6362;220.8125;1046.6881;-392.3508;226.4529;1307.5772
-372.9785;133.1524;845.2841;-393.5412;220.5975;1046.6507;-392.2760;226.3006;1307.5647
-372.8486;132.8775;845.2965;-393.4536;220.3780;1046.6364;-392.1918;226.1853;1307.5314
-372.6806;132.5869;845.3155;-393.3439;220.1598;1046.6225;-392.1157;226.0629;1307.5129
-372.5126;132.2963;845.3344;-393.2342;219.9417;1046.6086;-392.0395;225.9405;1307.4944
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
-371.8407;131.1340;845.4103;-392.7955;219.0690;1046.5530;-391.7350;225.4509;1307.4203
-371.7127;130.8754;845.4228;-392.6707;218.8522;1046.5431;-391.6324;225.3241;1307.4168
-371.5248;130.6005;845.4596;-392.5302;218.6908;1046.5702;-391.5947;225.2120;1307.4234
-371.3884;130.3593;845.4987;-392.4014;218.4834;1046.5646;-391.5052;225.0923;1307.4180
-371.2294;130.1201;845.5379;-392.2796;218.2765;1046.5611;-391.4037;224.9890;1307.4134
-371.0946;129.8846;845.5575;-392.1780;218.0903;1046.5847;-391.2813;224.8663;1307.4060
-370.9005;129.6714;845.6182;-392.0616;217.8916;1046.5760;-391.1348;224.7228;1307.3976
-370.7610;129.4188;845.6060;-391.9297;217.7108;1046.5873;-391.0039;224.5676;1307.3976
-370.5994;129.2049;845.6079;-391.7939;217.5154;1046.5738;-390.8707;224.4108;1307.3951
-370.4430;129.0038;845.6234;-391.6630;217.3534;1046.5706;-390.7509;224.2562;1307.4037
