LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z;LGHJC_x;LGHJC_y;LGHJC_z
28.3971;206.5667;903.9515;-11.5555;296.4052;1138.2929;-46.3444;317.2997;1459.6785
28.34565948823551;206.0618627529341;904.1536796953834;-11.359188958470373;296.0010548297678;1138.4157009841638;-46.14856629089258;317.2989007359946;1459.9490335645614
28.289157834179488;205.5200938584018;904.3481216540553;-11.144045694285078;295.60687222213716;1138.5558365096729;-45.88636995888599;317.2567705931792;1460.2363448148608
28.239782656771084;204.9489324205434;904.5549675866838;-10.889173803646685;295.19693526487146;1138.694932840863;-45.64291484464072;317.2446145442021;1460.549413014813
28.212024175254236;204.35201885063015;904.7602900810313;-10.724614979634667;294.76918053921924;1138.8133271968288;-45.38446797813947;317.17481116152334;1460.764239002445
28.190588372217864;203.7161053384634;904.9798813317988;-10.494339271157568;294.32320585550974;1138.9680230893812;-45.17322208894501;317.0801324318313;1460.9963850608706
28.175739879728866;203.067246003788;905.2069403411385;-10.293286827112503;293.8703904529273;1139.0911420325817;-44.85402258054073;316.9858644307647;1461.2114084033462
28.147819402532146;202.38551457065319;905.4532975476235;-10.073043565284495;293.3746057417255;1139.2053435164912;-44.5434880713677;316.83517928645375;1461.4209477931913
28.152665283325927;201.68682028480964;905.7567455661127;-9.850931812550131;292.8785689690217;1139.337881100792;-44.25537884100706;316.78418352500177;1461.7059737634024
28.132397869308715;200.97235996615868;905.9726470460937;-9.724312686586467;292.3932649341968;1139.409943881897;-44.06180634270443;316.74047440327774;1461.918141575709
28.133141544871876;200.22252308592368;906.2081965360759;-9.498358017499632;291.87600172415864;1139.4970003174467;-43.8613162007319;316.6960975920778;1462.0439679703945
28.115361354970553;199.46668268410468;906.3773685475;-9.310481425618041;291.37088000228965;1139.5700403729966;-43.43734675415271;316.5689428239342;1462.3010843123602
28.10512737681289;198.68549105260274;906.6206343738903;-9.181420729146964;290.8410800344007;1139.6218093893963;-43.13108506848314;316.4769537655005;1462.4514544324613
28.118728589884523;197.8915880162695;906.8691219667181;-8.911046387766195;290.261636139558;1139.71619680686;-42.77361639334375;316.3631549376695;1462.624486374826
28.112435753466247;197.06712706103596;907.079329285655;-8.738851756349097;289.6873005129245;1139.771731309043;-42.507627920129146;316.3648693062109;1462.7102147426947
28.08746080226641;196.22134268696576;907.2616622423628;-8.532793069862299;289.08814283466165;1139.8448790778668;-42.306668726678566;316.45504736198734;1462.8432229034374
28.018126706941093;195.38092756059555;907.4098817667551;-8.344168917349187;288.4644345875671;1139.8961818475307;-41.97029479516465;316.4258577847806;1462.9133662337
27.949801762534033;194.50374833756206;907.5666716572736;-8.227479028678415;287.79972636040816;1139.8655452078488;-41.6084420182856;316.2028157845192;1462.8834222195344
27.85746750139412;193.57628118663374;907.6761031708343;-8.175287139842727;287.11428539472297;1139.788482586245;-41.40950103539644;316.3910982804146;1462.8083752537957
27.74650584071307;192.66454189826575;907.7043049976986;-8.203714331985772;286.43406415545275;1139.7128129164807;-41.081000058191805;316.2337189449167;1462.6755808535604
27.60562254333761;191.7323812351891;907.7342162133692;-8.264833035193654;285.7278234967546;1139.5793379780907;-40.73385106008597;316.084844438249;1462.6013148157062
27.421980108037012;190.7888836621999;907.71934855556;-8.35954586795295;284.9759366480923;1139.4206277091257;-40.41471470443106;316.004836665575;1462.428345359411
27.211422393037644;189.8434336532257;907.654199454418;-8.645074674832156;284.2415533599038;1139.177347490938;-40.00469521769398;315.80029993911353;1462.1944518836058
26.976965763212164;188.90411811171384;907.5343276030818;-8.941107190665;283.50187197981313;1138.9786948665421;-39.80223857401134;315.69751800462757;1462.156668271125
26.733740045394683;187.97218374803563;907.4403730294877;-9.457656132792335;282.756425664479;1138.597671883169;-39.65940756766234;315.8890765374217;1462.0660975134876
26.42269494687062;186.9729951655087;907.2801611141997;-10.002990400432274;282.00520708317896;1138.2872079912024;-39.419766185294506;315.78870258913616;1461.96993859106
26.05371406805206;185.98438546063812;907.0119822588077;-10.636719170506954;281.2480335072142;1137.8883632614845;-38.662602625346864;315.4882279947664;1462.0959912055741
25.610232130721883;184.9869750924678;906.7354590345229;-11.197658451133655;280.4763564890555;1137.5543580336278;-38.27700972260758;315.434008681721;1462.1478655677388
25.190335404574526;183.97148860938836;906.5622632322512;-11.293493757126402;279.6686662606713;1137.4628864513102;-37.71776572868639;315.19466904794467;1462.279086545356
24.68190920905566;182.91431677720428;906.2390552973976;-11.130633381948945;278.8103002494295;1137.5253205681222;-37.00281494715722;314.8609213345463;1462.370701957772
24.12259213962073;181.83665820415834;905.8912458086917;-10.958883620697984;277.9455824150302;1137.5287111996217;-36.57814476771506;314.7106995678281;1462.5592276841244
23.57336839354997;180.76830313055083;905.5730321541489;-10.820479967810583;277.05069899459244;1137.5458030893103;-36.286186673653766;314.9687340915455;1462.565767246954
22.980467876550456;179.68470765129797;905.2674940798479;-10.695547607346048;276.1235768543208;1137.543100807536;-35.74962439946946;314.74392826405835;1462.7554535823872
22.392058887042083;178.60301532095403;904.9369063829721;-10.583801817427787;275.17893546074447;1137.5198004646663;-35.48499183124409;314.73178770300564;1463.058755759451
21.809528223641813;177.45287460163476;904.5822391779689;-10.422131553293594;274.2116347030761;1137.5206835891495;-34.06078203689024;314.25041842049035;1463.8109874561492
21.274269747272818;176.27650177903246;904.4199528121849;-10.270825581169449;273.2011887475412;1137.4825747484063;-33.20821638759539;313.9374083225769;1464.4135154241696
