LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z;LGHJC_x;LGHJC_y;LGHJC_z
2.7287;200.6335;865.0600;-34.6549;283.4507;1055.8344;-47.6990;276.3489;1322.9650
2.6117;199.9809;865.0973;-34.4904;283.0082;1055.8384;-47.5281;275.8376;1322.9690
2.4865;199.3059;865.1369;-34.3282;282.5483;1055.8436;-47.3592;275.3165;1322.9699
2.3490;198.6014;865.1698;-34.1686;282.0651;1055.8413;-47.1932;274.7709;1322.9669
2.2030;197.8738;865.2018;-34.0193;281.5628;1055.8316;-47.0162;274.2039;1322.9631
2.0457;197.1225;865.2270;-33.8714;281.0405;1055.8237;-46.8448;273.6127;1322.9572
1.8756;196.3463;865.2483;-33.7261;280.4985;1055.8118;-46.6780;273.0022;1322.9486
1.6931;195.5463;865.2716;-33.5833;279.9353;1055.7963;-46.5070;272.3796;1322.9420
1.4999;194.7259;865.2835;-33.4460;279.3551;1055.7746;-46.3610;271.7238;1322.9170
1.2943;193.8830;865.2964;-33.3159;278.7566;1055.7459;-46.2061;271.0574;1322.8959
1.0750;193.0206;865.3051;-33.1915;278.1384;1055.7130;-46.0675;270.3785;1322.8597
0.8397;192.1330;865.3109;-33.0708;277.5069;1055.6843;-45.9378;269.6825;1322.8238
0.5889;191.2269;865.3095;-32.9594;276.8560;1055.6453;-45.8122;268.9895;1322.7809
0.3278;190.3015;865.3085;-32.8618;276.1949;1055.6027;-45.6837;268.2990;1322.7379
0.0527;189.3594;865.3044;-32.7744;275.5158;1055.5518;-45.5685;267.6037;1322.6873
-0.2347;188.3966;865.2994;-32.6951;274.8209;1055.5013;-45.4528;266.9098;1322.6370
-0.5338;187.4204;865.2911;-32.6302;274.1165;1055.4488;-45.3376;266.2171;1322.5911
-0.8465;186.4233;865.2828;-32.5732;273.3955;1055.3954;-45.2350;265.5157;1322.5417
-1.1707;185.4148;865.2735;-32.5291;272.6598;1055.3335;-45.1373;264.8336;1322.4835
