LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z;LGHJC_x;LGHJC_y;LGHJC_z
-3.0035;228.5120;781.6459;NaN;NaN;NaN;NaN;NaN;NaN
-2.4786;228.6042;781.7802;NaN;NaN;NaN;NaN;NaN;NaN
-1.8475;228.6645;781.8816;NaN;NaN;NaN;NaN;NaN;NaN
-1.0922;228.6762;782.0359;NaN;NaN;NaN;NaN;NaN;NaN
-0.2084;228.6045;782.2226;NaN;NaN;NaN;NaN;NaN;NaN
0.8195;228.5114;782.4497;NaN;NaN;NaN;NaN;NaN;NaN
1.9408;228.3890;782.9317;NaN;NaN;NaN;NaN;NaN;NaN
3.3726;228.1324;783.5697;NaN;NaN;NaN;NaN;NaN;NaN
5.0411;227.7381;784.2752;NaN;NaN;NaN;NaN;NaN;NaN
6.9595;227.2224;785.0877;NaN;NaN;NaN;NaN;NaN;NaN
9.1762;226.5869;786.1475;NaN;NaN;NaN;NaN;NaN;NaN
11.6803;225.7194;787.2991;NaN;NaN;NaN;NaN;NaN;NaN
14.5205;224.7059;788.6994;NaN;NaN;NaN;NaN;NaN;NaN
17.7403;223.4580;790.2476;NaN;NaN;NaN;NaN;NaN;NaN
21.3848;222.0503;792.0319;NaN;NaN;NaN;NaN;NaN;NaN
25.4321;220.4046;794.1320;NaN;NaN;NaN;NaN;NaN;NaN
29.8904;218.5059;796.5263;NaN;NaN;NaN;NaN;NaN;NaN
34.8092;216.3413;799.3177;NaN;NaN;NaN;NaN;NaN;NaN
40.1967;213.8889;802.5156;NaN;NaN;NaN;NaN;NaN;NaN
46.1198;211.0756;805.9735;NaN;NaN;NaN;NaN;NaN;NaN
52.3720;208.0539;809.7504;NaN;NaN;NaN;NaN;NaN;NaN
59.0343;204.7318;813.9440;NaN;NaN;NaN;NaN;NaN;NaN
66.1033;201.1335;818.5980;NaN;NaN;NaN;NaN;NaN;NaN
73.5922;197.2648;823.7479;NaN;NaN;NaN;NaN;NaN;NaN
81.4966;193.1642;829.4500;NaN;NaN;NaN;NaN;NaN;NaN
89.7705;188.8554;835.7204;NaN;NaN;NaN;NaN;NaN;NaN
98.3854;184.3660;842.5943;NaN;NaN;NaN;NaN;NaN;NaN
107.2999;179.7245;850.0505;NaN;NaN;NaN;NaN;NaN;NaN
116.4740;174.9352;858.0927;NaN;NaN;NaN;NaN;NaN;NaN
125.8815;169.9951;866.7238;NaN;NaN;NaN;NaN;NaN;NaN
135.4731;164.9342;875.9390;NaN;NaN;NaN;NaN;NaN;NaN
145.2065;159.7750;885.7340;NaN;NaN;NaN;NaN;NaN;NaN
155.0318;154.5311;896.1289;NaN;NaN;NaN;NaN;NaN;NaN
164.9197;149.2354;907.1224;NaN;NaN;NaN;NaN;NaN;NaN
174.8506;143.9221;918.7644;NaN;NaN;NaN;NaN;NaN;NaN
