#z-difference=0.326, hand-distance=0.104, elbow-hand-distance=0
0.0000;0.0000;0.0000;-1.7956;167.5427;147.3705;9.3244;163.8605;408.3521
27.4001;63.3994;-42.0181;-3.2287;168.2785;147.4590;10.0273;163.4829;408.4658
27.9561;63.3994;-42.0181;-4.9895;169.0495;147.6421;10.4594;163.2401;408.4658
28.6908;63.3994;-42.0181;-6.9845;169.7259;147.8104;10.8350;163.0147;408.5135
29.4863;60.2462;-39.2978;-9.2182;170.4273;148.1775;11.1886;163.0081;408.5135
30.2634;56.6585;-35.9873;-11.6293;170.9007;148.4844;11.1886;163.0081;408.5383
31.0850;52.4898;-32.2367;-14.1390;171.3028;148.8902;11.1886;163.0081;408.7047
32.1455;47.5680;-27.6196;-16.6548;171.6479;149.3455;10.9347;163.6024;409.0037
33.0582;42.0347;-22.3303;-19.1657;171.9553;149.8812;10.2950;164.3544;409.4345
34.0942;35.6381;-15.9416;-21.7715;172.1218;150.5057;9.7125;165.1424;409.8109
34.6331;29.0171;-8.8032;-24.3597;172.1218;151.2138;9.2095;166.0121;410.0710
35.0386;21.8869;-0.6489;-26.9615;172.1218;152.1075;9.2095;166.5987;410.3652
35.0386;14.3763;8.3711;-29.6883;171.6222;153.1801;9.2095;166.7781;410.7347
35.0386;6.3783;18.2418;-32.6983;170.3946;154.6835;9.3225;167.2698;411.1241
34.9110;-1.8451;28.8883;-35.7993;168.6672;156.4013;10.0286;167.4636;411.6426
34.3922;-10.5398;40.2044;-38.5816;166.2044;158.0377;10.3512;168.0940;412.3640
33.6055;-19.3898;52.6511;-41.1260;163.0332;159.7483;10.3512;169.1209;413.2309
32.6745;-28.8894;65.5555;-43.3626;159.2780;161.5305;10.3512;170.2698;414.3271
31.4452;-38.5239;79.3019;-45.3129;154.8699;163.3920;10.3512;171.4889;415.4339
30.1321;-47.8095;93.5095;-47.1473;149.9531;165.4199;10.3512;172.7214;416.5752
28.4697;-57.8665;108.3255;-48.9023;143.9812;167.5395;10.7615;172.9895;417.5187
26.5122;-67.7190;124.2305;-50.5971;137.1046;169.8848;11.4391;172.9895;418.3144
24.3310;-78.6769;140.1955;-52.2045;129.2552;172.5862;12.2996;172.9895;419.0305
22.1259;-88.4865;156.5188;-53.9555;120.7383;175.7388;13.2430;172.4846;419.5947
19.7458;-99.3952;173.0646;-55.4809;111.3599;179.3384;14.0227;172.0220;420.2924
17.1904;-110.6384;189.9363;-56.1709;100.7726;183.2434;14.3441;171.9753;421.1657
14.6218;-121.2910;206.7473;-57.3579;89.9242;188.0661;14.9982;171.8135;421.9492
12.1084;-131.8486;223.7284;-58.2671;78.6370;193.2481;15.7833;171.2431;423.0639
9.5176;-142.3513;240.9631;-59.4894;66.2661;200.2134;16.5902;171.2431;423.2437
6.9739;-152.2694;258.1220;-60.3570;54.0868;207.0804;16.9159;171.1751;423.4690
4.4225;-162.6673;275.3646;-60.8902;40.9190;215.5386;17.0547;171.1751;424.0515
1.6954;-173.0053;292.6978;-60.8902;25.7060;223.8889;19.0992;169.3760;424.8862
-1.0951;-184.0329;310.0547;-60.8902;15.8596;230.1569;19.9019;167.4153;425.9558
-3.7773;-194.4710;327.4432;-59.5910;5.2525;239.2482;19.9881;165.9418;428.1561
-6.4024;-203.9812;344.3270;-59.4633;-6.8348;249.7602;22.0941;161.9191;430.0922
-9.1122;-213.4654;361.2892;-58.5850;-18.3841;260.2790;24.0223;157.4967;432.8574
-12.2797;-224.2490;377.8090;-56.4296;-30.8621;271.8439;24.6562;155.3646;433.9791
-14.6473;-233.0907;393.5196;-56.3901;-40.1951;281.9691;28.1985;147.2247;439.8038
-17.6369;-243.0046;409.7129;-53.2726;-52.6622;294.7418;28.5183;146.3720;439.9065
