LWJC_x;LWJC_y;LWJC_z;LEJC_x;LEJC_y;LEJC_z;LGHJC_x;LGHJC_y;LGHJC_z
447.3264;-624.5739;641.7983;518.0065;91.0233;249.3805;635.7271;-445.2046;633.6908
439.4202;-671.0404;614.2918;518.0129;91.0085;249.3899;635.7061;-445.0863;633.8850
NaN;NaN;NaN;518.0240;90.9894;249.3947;635.7271;-444.9686;634.1078
NaN;NaN;NaN;518.0386;90.9667;249.4014;635.7061;-444.8584;634.3104
NaN;NaN;NaN;518.0453;90.9534;249.4016;635.7012;-444.8191;634.4053
NaN;NaN;NaN;518.0531;90.9374;249.4050;635.6059;-444.7822;634.5368
NaN;NaN;NaN;518.0672;90.9365;249.4082;635.5445;-444.7822;634.5368
NaN;NaN;NaN;518.0810;90.9365;249.4135;635.2771;-444.7822;634.5368
NaN;NaN;NaN;518.0860;90.9358;249.4148;635.1193;-444.9198;634.4929
NaN;NaN;NaN;518.0923;90.9364;249.4148;634.8937;-445.0487;634.3694
NaN;NaN;NaN;518.1066;90.9364;249.4135;634.7018;-445.1438;634.2516
NaN;NaN;NaN;518.1241;90.9358;249.4091;634.5451;-445.2791;634.2209
412.4507;-962.8103;424.8874;518.1476;90.9268;249.3937;634.3515;-445.2791;634.2209
444.4777;-818.6356;496.7331;518.1782;90.9016;249.3673;634.2235;-445.3122;634.2209
471.9976;-674.4610;568.5789;518.2194;90.8758;249.3521;634.1351;-445.3122;634.3360
NaN;NaN;NaN;518.2515;90.8566;249.3337;634.0279;-445.2634;634.3414
NaN;NaN;NaN;518.2982;90.8293;249.3163;633.8942;-445.2256;634.4897
NaN;NaN;NaN;518.3485;90.8021;249.3008;633.7935;-445.1540;634.6253
NaN;NaN;NaN;518.3944;90.7759;249.2760;633.6768;-445.1366;634.7179
NaN;NaN;NaN;518.4446;90.7562;249.2617;633.5430;-445.0772;634.8480
NaN;NaN;NaN;518.4945;90.7349;249.2446;633.4171;-445.0689;634.9298
NaN;NaN;NaN;518.5430;90.7208;249.2301;633.3279;-445.0689;634.9656
NaN;NaN;NaN;518.6032;90.6939;249.2021;633.3215;-445.0689;634.9661
NaN;NaN;NaN;518.6703;90.6738;249.1802;633.3159;-445.0780;634.9899
NaN;NaN;NaN;518.7358;90.6632;249.1554;633.2255;-445.0878;635.0290
NaN;NaN;NaN;518.7950;90.6632;249.1312;633.2249;-445.0999;635.2934
384.9460;-1106.8828;374.0196;518.8640;90.6632;249.1162;633.1324;-445.1523;635.2934
NaN;NaN;NaN;518.9334;90.6730;249.0970;633.0009;-445.2655;635.2934
NaN;NaN;NaN;518.9971;90.6859;249.0746;632.8631;-445.4124;635.1167
NaN;NaN;NaN;519.0627;90.7020;249.0493;632.7244;-445.4836;634.9779
NaN;NaN;NaN;519.1361;90.7131;249.0270;632.6218;-445.5341;634.9193
NaN;NaN;NaN;519.2070;90.7248;249.0015;632.5209;-445.5341;634.9043
NaN;NaN;NaN;519.2665;90.7463;248.9785;632.4599;-445.5288;634.9043
NaN;NaN;NaN;519.3194;90.7752;248.9572;632.3464;-445.4836;634.9202
NaN;NaN;NaN;519.3812;90.7927;248.9321;632.3237;-445.4444;634.8681
NaN;NaN;NaN;519.4286;90.8158;248.8995;632.2942;-445.4444;634.8446
NaN;NaN;NaN;519.4642;90.8521;248.8753;632.2345;-445.4444;634.7865
NaN;NaN;NaN;519.5001;90.8918;248.8438;632.2162;-445.4544;634.7265
NaN;NaN;NaN;519.5254;90.9411;248.8166;632.1637;-445.5177;634.5647
NaN;NaN;NaN;519.5561;90.9888;248.7881;632.1636;-445.5177;634.4852
NaN;NaN;NaN;519.5799;91.0468;248.7637;632.1601;-445.5177;634.3584
NaN;NaN;NaN;519.6002;91.1116;248.7401;632.1360;-445.4991;634.2388
NaN;NaN;NaN;519.6188;91.1765;248.7079;632.1305;-445.4457;634.1743
NaN;NaN;NaN;519.6376;91.2476;248.6716;632.1297;-445.3867;634.1086
NaN;NaN;NaN;519.6476;91.3224;248.6351;632.1040;-445.3688;634.0063
NaN;NaN;NaN;519.6476;91.4027;248.5969;632.1016;-445.3385;633.9112
NaN;NaN;NaN;519.6476;91.4843;248.5596;632.0808;-445.2480;633.8937
NaN;NaN;NaN;519.6442;91.5655;248.5245;632.0374;-445.1724;633.8528
NaN;NaN;NaN;519.6257;91.6532;248.4924;631.9683;-445.1627;633.7263
NaN;NaN;NaN;519.6012;91.7431;248.4633;631.8991;-445.1615;633.5918
NaN;NaN;NaN;519.5760;91.8382;248.4385;631.8607;-445.1231;633.4794
NaN;NaN;NaN;519.5483;91.9339;248.4101;631.8528;-445.0329;633.4238
NaN;NaN;NaN;519.5103;92.0380;248.3810;631.8528;-445.0329;633.2695
NaN;NaN;NaN;519.4607;92.1433;248.3474;631.8528;-445.0329;633.1282
NaN;NaN;NaN;519.4012;92.2661;248.3158;631.8528;-445.0376;632.8238
NaN;NaN;NaN;519.3277;92.4006;248.2736;631.8431;-445.0852;632.5558
NaN;NaN;NaN;519.2360;92.5499;248.2261;631.8601;-445.0852;632.2043
NaN;NaN;NaN;519.1360;92.7094;248.1763;631.8601;-445.0852;631.9122
